Starting
Starting
Stepper Pin:14
1073494588
1073494252
    F_CPU=240000000
    TICKS_PER_S=16000000
.Connected to Wifi, Connecting to server.
Connected!
-0.14,2585
-0.09,2586
-0.31,2588
-0.29,2589
-0.16,2590
-0.14,2592
-0.25,2593
-0.23,2594
-0.17,2596
-0.29,2597
-0.13,2598
-0.30,2600
-0.08,2601
-0.22,2602
0.63,2603
0.62,2605
0.87,2606
0.91,2607
0.93,2609
0.76,2610
0.76,2611
0.96,2613
1.02,2614
0.84,2615
0.83,2617
0.85,2618
0.78,2619
0.88,2621
0.66,2622
0.83,2623
0.87,2625
0.80,2626
0.74,2627
0.92,2628
0.74,2630
0.85,2631
0.89,2632
0.91,2634
0.89,2635
0.85,2636
0.83,2638
0.78,2639
0.90,2640
0.92,2642
0.69,2643
0.85,2644
0.89,2646
0.77,2647
0.77,2648
0.76,2650
0.54,2651
-0.29,2652
-0.25,2654
0.73,2655
0.88,2656
0.89,2658
0.90,2659
0.79,2660
0.82,2661
0.79,2663
0.83,2664
0.88,2665
0.88,2667
0.83,2668
0.91,2669
0.85,2671
0.85,2672
0.81,2673
0.78,2675
0.77,2676
0.81,2677
0.76,2679
0.82,2680
0.89,2681
0.96,2683
0.82,2684
0.76,2685
0.91,2686
0.65,2688
0.88,2689
0.74,2690
0.86,2692
0.86,2693
0.96,2694
0.91,2696
0.89,2697
0.98,2698
0.81,2700
0.76,2701
0.42,2702
-0.21,2704
-0.10,2705
0.93,2706
0.83,2708
0.87,2709
0.93,2710
0.94,2712
0.83,2713
0.78,2714
0.90,2716
0.88,2717
0.87,2718
0.87,2719
0.85,2721
0.83,2722
0.82,2723
0.73,2725
0.78,2726
0.77,2727
0.80,2729
0.88,2730
0.89,2731
0.89,2733
0.78,2734
0.94,2735
0.90,2737
0.70,2738
0.82,2739
0.92,2741
0.76,2742
0.83,2743
0.83,2744
0.77,2746
0.88,2747
0.90,2748
0.77,2750
0.87,2751
0.99,2752
0.24,2754
-0.32,2755
0.03,2756
0.91,2758
0.89,2759
0.82,2760
0.79,2762
0.89,2763
0.90,2764
0.91,2766
1.04,2767
0.77,2768
0.84,2770
0.80,2771
0.87,2772
0.90,2773
0.80,2775
0.83,2776
0.85,2777
0.80,2779
0.75,2780
0.83,2781
0.69,2783
0.86,2784
0.76,2785
0.83,2787
0.79,2788
0.87,2789
1.02,2791
0.79,2792
0.73,2793
0.85,2795
0.88,2796
0.82,2797
0.98,2798
0.85,2800
0.78,2801
0.86,2802
0.94,2804
0.09,2805
-0.13,2806
0.10,2808
0.86,2809
0.89,2810
0.85,2812
0.77,2813
1.06,2814
0.80,2816
0.82,2817
0.86,2818
0.91,2820
0.75,2821
1.07,2822
0.96,2824
0.82,2825
0.77,2826
0.92,2827
0.75,2829
0.83,2830
1.07,2831
0.74,2833
0.96,2834
1.05,2835
0.83,2837
0.77,2838
0.86,2839
0.92,2841
0.81,2842
0.89,2843
0.93,2845
1.07,2846
0.96,2847
0.85,2848
0.87,2850
0.79,2851
1.03,2852
0.95,2854
1.04,2855
0.05,2856
-0.17,2858
0.30,2859
0.88,2860
0.81,2862
0.77,2863
0.96,2864
0.83,2866
0.83,2867
0.87,2868
0.99,2870
0.90,2871
0.98,2872
0.95,2874
0.94,2875
0.89,2876
1.06,2878
0.92,2879
0.87,2880
0.87,2881
0.80,2883
0.84,2884
0.99,2885
0.83,2887
0.76,2888
0.90,2889
1.04,2891
0.94,2892
0.83,2893
0.87,2895
0.89,2896
1.06,2897
0.88,2899
0.79,2900
0.94,2901
0.89,2902
0.90,2904
0.82,2905
0.85,2906
-0.02,2908
-0.11,2909
0.59,2910
0.80,2912
0.93,2913
0.94,2914
0.77,2916
0.93,2917
0.90,2918
0.95,2920
0.90,2921
0.93,2922
0.92,2924
0.84,2925
0.88,2926
0.90,2928
0.87,2929
1.03,2930
0.91,2932
0.75,2933
0.88,2934
0.91,2935
0.76,2937
0.91,2938
0.82,2939
0.83,2941
0.84,2942
0.88,2943
0.84,2945
0.91,2946
0.84,2947
0.81,2949
0.89,2950
1.00,2951
0.87,2953
0.87,2954
0.97,2955
0.91,2957
0.87,2958
-0.25,2959
-0.21,2960
-0.40,2962
-0.10,2963
0.16,2965
0.95,2966
0.77,2967
1.00,2968
0.91,2970
0.80,2971
0.93,2972
0.95,2974
1.00,2975
0.82,2976
0.95,2978
0.75,2979
0.81,2980
0.80,2982
0.91,2983
0.89,2984
0.89,2986
0.83,2987
0.94,2988
0.94,2989
0.82,2991
0.88,2992
1.06,2993
0.83,2995
0.88,2996
0.93,2997
0.77,2999
0.85,3000
0.78,3001
0.94,3003
1.00,3004
0.86,3005
0.91,3007
0.92,3008
0.70,3009
-0.17,3011
-0.19,3012
1.08,3013
0.89,3015
0.82,3016
0.95,3017
0.98,3019
0.89,3020
0.89,3021
0.84,3022
0.77,3024
0.84,3025
0.95,3026
0.75,3028
0.91,3029
1.08,3030
0.87,3032
0.78,3033
0.82,3034
0.92,3036
0.92,3037
1.02,3038
0.92,3040
0.79,3041
0.93,3042
0.80,3044
0.79,3045
0.78,3046
0.78,3047
0.81,3049
0.92,3050
0.89,3051
0.94,3053
0.89,3054
0.95,3055
0.89,3057
0.79,3058
0.79,3059
0.42,3061
-0.18,3062
-0.21,3063
0.76,3065
0.84,3066
0.90,3067
0.77,3069
0.79,3070
0.81,3071
0.86,3073
0.85,3074
0.96,3075
0.97,3076
0.88,3078
0.92,3079
0.90,3080
0.88,3082
0.76,3083
1.04,3084
0.86,3086
0.90,3087
0.82,3088
0.92,3090
0.92,3091
0.88,3092
0.84,3094
0.81,3095
0.97,3096
1.01,3098
0.79,3099
0.88,3100
0.96,3101
0.94,3103
0.95,3104
0.90,3105
0.88,3107
0.82,3108
0.89,3109
0.85,3111
0.37,3112
-0.19,3113
0.07,3115
0.94,3116
0.94,3117
0.93,3119
0.82,3120
0.91,3121
0.92,3123
0.82,3124
1.02,3125
0.79,3127
0.72,3128
0.84,3129
0.96,3131
0.94,3132
0.87,3133
0.86,3134
0.73,3136
0.95,3137
0.92,3138
0.88,3140
0.83,3141
0.72,3142
0.82,3144
0.84,3145
0.94,3146
0.89,3148
0.76,3149
0.82,3150
0.74,3152
0.89,3153
0.94,3154
0.95,3155
0.93,3157
0.92,3158
0.90,3159
0.98,3161
0.93,3162
0.23,3163
-0.14,3165
0.09,3166
1.04,3167
0.84,3169
0.93,3170
0.88,3171
0.83,3173
0.70,3174
1.00,3175
0.83,3177
0.88,3178
0.96,3179
1.00,3181
0.77,3182
0.76,3183
0.77,3185
0.93,3186
0.79,3187
0.96,3188
0.80,3190
0.83,3191
0.96,3192
0.67,3194
0.72,3195
0.71,3196
0.73,3198
0.71,3199
0.80,3200
0.66,3202
0.83,3203
0.95,3204
0.80,3206
0.75,3207
0.91,3208
0.69,3210
0.71,3211
0.84,3212
0.85,3213
-0.15,3215
-0.24,3216
0.08,3217
0.95,3219
1.10,3220
0.77,3221
0.78,3223
0.93,3224
0.78,3225
0.71,3227
0.77,3228
0.76,3229
0.79,3231
0.81,3232
0.80,3233
0.77,3235
0.80,3236
0.91,3237
0.85,3239
0.83,3240
0.74,3241
0.81,3242
0.66,3244
0.73,3245
0.72,3246
0.78,3248
0.75,3249
0.87,3250
0.73,3252
0.82,3253
0.81,3254
0.75,3256
0.91,3257
0.87,3258
0.68,3260
0.82,3261
0.83,3262
0.66,3264
0.81,3265
-0.22,3266
-0.27,3268
0.30,3269
0.85,3270
0.88,3271
0.70,3273
0.73,3274
0.94,3275
0.72,3277
0.85,3278
0.87,3279
0.85,3281
0.88,3282
0.85,3283
0.96,3285
0.85,3286
0.87,3287
0.90,3289
0.87,3290
0.78,3291
0.60,3293
0.74,3294
0.68,3295
0.81,3296
0.67,3298
0.88,3299
0.68,3300
0.72,3302
0.81,3303
0.78,3304
0.67,3306
0.84,3307
0.70,3308
0.84,3310
0.82,3311
0.81,3312
0.75,3314
0.73,3315
0.83,3316
-0.32,3318
-0.33,3319
0.38,3320
0.86,3322
0.76,3323
0.91,3324
0.90,3326
0.64,3327
0.87,3328
0.86,3329
0.81,3331
0.80,3332
0.83,3333
0.70,3335
0.82,3336
0.80,3337
0.78,3339
0.78,3340
0.87,3341
0.78,3343
0.67,3344
0.80,3345
0.78,3347
0.84,3348
0.92,3349
1.00,3350
0.79,3352
0.90,3353
0.85,3354
0.83,3356
0.98,3357
1.00,3358
0.81,3360
0.83,3361
1.05,3362
0.81,3364
0.98,3365
0.97,3366
0.70,3368
-0.19,3369
-0.06,3370
0.70,3372
0.88,3373
1.00,3374
0.97,3376
0.96,3377
0.86,3378
0.97,3380
0.87,3381
0.90,3382
0.86,3383
0.75,3385
0.94,3386
0.90,3387
0.91,3389
1.02,3390
0.82,3391
0.90,3393
1.04,3394
1.05,3395
0.85,3397
0.93,3398
0.87,3399
0.95,3401
1.03,3402
0.84,3403
0.95,3405
0.75,3406
0.87,3407
0.74,3408
0.75,3410
0.84,3411
0.87,3412
1.04,3414
0.87,3415
1.01,3416
0.90,3418
0.44,3419
-0.09,3420
-0.15,3422
0.60,3423
0.91,3424
0.81,3426
0.88,3427
0.84,3428
0.79,3430
0.82,3431
1.11,3432
1.04,3434
0.86,3435
0.87,3436
0.89,3438
0.72,3439
0.99,3440
0.97,3441
0.87,3443
0.80,3444
0.77,3445
0.83,3447
0.92,3448
0.85,3449
0.82,3451
0.86,3452
0.88,3453
0.91,3455
0.77,3456
0.80,3457
0.90,3459
0.81,3460
0.92,3461
0.94,3463
0.93,3464
0.79,3465
0.97,3466
0.93,3468
0.86,3469
0.34,3470
-0.26,3472
-0.06,3473
0.83,3474
0.74,3476
0.94,3477
1.03,3478
0.83,3480
0.95,3481
1.01,3482
0.92,3484
0.77,3485
0.89,3486
0.79,3488
0.92,3489
0.85,3490
1.02,3492
0.82,3493
0.76,3494
0.89,3495
0.95,3497
0.85,3498
0.90,3499
0.83,3501
0.77,3502
0.94,3503
0.89,3505
0.75,3506
0.90,3507
0.79,3509
0.93,3510
0.88,3511
0.81,3513
0.81,3514
0.87,3515
0.80,3517
1.05,3518
0.87,3519
0.92,3520
0.25,3522
-0.20,3523
-0.00,3524
0.68,3526
0.93,3527
0.89,3528
0.87,3530
0.88,3531
0.87,3532
0.87,3534
0.81,3535
0.87,3536
0.83,3538
0.91,3539
0.92,3540
0.84,3542
0.90,3543
0.96,3544
0.96,3546
0.96,3547
0.93,3548
0.85,3550
0.88,3551
0.96,3552
0.95,3553
0.82,3555
0.88,3556
0.85,3557
0.95,3559
0.90,3560
0.91,3561
0.88,3563
0.90,3564
0.90,3565
1.00,3567
0.85,3568
0.81,3569
0.81,3571
0.90,3572
0.02,3573
-0.04,3575
0.13,3576
0.91,3577
0.86,3578
0.93,3580
0.95,3581
0.80,3582
0.97,3584
0.94,3585
0.91,3586
0.88,3588
0.87,3589
0.87,3590
1.00,3592
1.03,3593
0.81,3594
0.97,3596
1.00,3597
0.89,3598
0.92,3600
0.84,3601
0.85,3602
0.88,3603
0.87,3605
0.85,3606
0.89,3607
1.03,3609
0.81,3610
0.82,3611
0.90,3613
0.86,3614
1.03,3615
0.95,3617
0.84,3618
0.90,3619
0.92,3621
0.83,3622
0.98,3623
0.06,3625
-0.08,3626
-0.13,3627
-0.22,3628
-0.11,3630
-0.08,3631
-0.37,3632
-0.16,3634
-0.15,3635
-0.09,3636
-0.25,3638
-0.15,3639
-0.26,3640
-0.17,3642
-0.17,3643
-0.19,3644
-0.13,3645
-0.23,3647
-0.08,3648
-0.16,3649
-0.28,3651
-0.11,3652
-0.20,3653
-0.17,3655
-0.13,3656
-0.16,3657
-0.04,3659
-0.17,3660
-0.13,3661
-0.24,3662
-0.18,3664
-0.08,3665
-0.12,3666
-0.31,3668
-0.07,3669
-0.06,3670
-0.16,3672
-0.18,3673
-0.34,3674
-0.10,3676
-0.17,3677
0.18,3678
0.92,3680
0.81,3681
0.87,3682
0.89,3683
0.82,3685
0.92,3686
0.87,3687
0.78,3689
0.81,3690
0.94,3691
0.87,3693
0.79,3694
1.01,3695
0.79,3697
0.84,3698
0.85,3699
0.82,3701
0.73,3702
0.92,3703
0.77,3705
0.84,3706
0.83,3707
0.99,3708
0.73,3710
0.79,3711
0.91,3712
0.82,3714
0.84,3715
0.84,3716
0.74,3718
0.86,3719
0.81,3720
0.84,3722
0.89,3723
0.91,3724
0.87,3726
-0.24,3727
0.03,3728
0.44,3730
0.88,3731
1.01,3732
0.99,3734
0.91,3735
0.94,3736
0.94,3737
0.88,3739
0.79,3740
0.73,3741
0.86,3743
0.71,3744
1.17,3745
0.86,3747
0.79,3748
0.93,3749
1.02,3751
0.90,3752
0.79,3753
0.98,3755
0.91,3756
0.96,3757
0.90,3759
0.87,3760
0.94,3761
0.82,3762
0.85,3764
0.79,3765
1.10,3766
0.89,3768
0.83,3769
0.96,3770
0.88,3772
0.84,3773
0.81,3774
0.93,3776
0.86,3777
-0.09,3778
-0.10,3780
0.45,3781
0.93,3782
0.76,3784
0.87,3785
1.00,3786
0.91,3788
0.86,3789
0.85,3790
0.88,3792
1.12,3793
0.87,3794
0.89,3795
0.84,3797
0.90,3798
0.74,3799
0.96,3801
0.81,3802
0.95,3803
0.82,3805
0.82,3806
0.91,3807
0.87,3809
0.89,3810
0.87,3811
0.90,3813
0.89,3814
0.87,3815
0.77,3816
0.91,3818
0.71,3819
0.99,3820
1.00,3822
0.86,3823
0.83,3824
0.84,3826
0.93,3827
0.82,3828
-0.23,3830
-0.12,3831
0.76,3832
0.72,3834
0.90,3835
0.85,3836
0.75,3838
0.93,3839
1.04,3840
0.84,3842
0.88,3843
0.88,3844
0.85,3846
0.94,3847
0.97,3848
0.76,3849
0.86,3851
0.86,3852
0.82,3853
0.86,3855
0.88,3856
0.89,3857
0.95,3859
0.82,3860
0.91,3861
0.93,3863
0.85,3864
0.80,3865
0.92,3867
0.73,3868
0.91,3869
0.91,3871
0.76,3872
0.92,3873
0.82,3874
0.76,3876
0.84,3877
0.85,3878
0.42,3880
-0.11,3881
-0.11,3882
0.70,3884
0.89,3885
0.81,3886
0.84,3888
0.91,3889
0.86,3890
0.81,3892
0.81,3893
0.99,3894
0.78,3896
0.86,3897
0.87,3898
0.84,3900
0.94,3901
0.99,3902
0.89,3904
0.91,3905
0.83,3906
0.83,3907
0.77,3909
0.81,3910
1.03,3911
0.80,3913
0.76,3914
0.85,3915
0.88,3917
0.99,3918
0.94,3919
0.90,3921
0.88,3922
0.90,3923
0.87,3925
0.82,3926
0.79,3927
0.83,3928
0.75,3930
0.30,3931
-0.14,3932
-0.23,3934
-0.17,3935
-0.24,3936
0.66,3938
0.86,3939
0.89,3940
0.93,3942
0.91,3943
0.95,3944
0.95,3946
0.85,3947
0.86,3948
0.80,3950
0.72,3951
1.00,3952
0.92,3954
0.83,3955
0.96,3956
0.95,3958
0.79,3959
0.89,3960
0.97,3961
0.69,3963
0.78,3964
0.79,3965
0.78,3967
0.82,3968
0.83,3969
0.76,3971
0.79,3972
0.76,3973
0.83,3975
0.88,3976
0.74,3977
0.83,3979
0.71,3980
0.73,3981
0.16,3983
-0.13,3984
0.12,3985
0.88,3987
0.82,3988
0.73,3989
0.82,3991
0.89,3992
0.67,3993
0.91,3994
0.84,3996
0.69,3997
1.03,3998
0.84,4000
0.71,4001
0.82,4002
0.89,4004
0.87,4005
0.75,4006
0.93,4008
0.94,4009
1.01,4010
0.90,4012
0.94,4013
1.00,4014
0.85,4016
0.84,4017
0.76,4018
0.93,4019
1.05,4021
0.72,4022
0.86,4023
0.90,4025
0.84,4026
0.91,4027
0.83,4029
0.84,4030
1.04,4031
0.83,4033
-0.02,4034
-0.13,4035
0.32,4037
0.86,4038
0.98,4039
0.89,4041
0.85,4042
0.87,4043
0.81,4045
0.85,4046
0.88,4047
0.86,4048
0.82,4050
1.05,4051
0.90,4052
0.74,4054
0.94,4055
0.93,4056
0.96,4058
0.89,4059
0.91,4060
0.85,4062
0.79,4063
0.97,4064
0.96,4066
0.75,4067
0.85,4068
0.96,4070
0.90,4071
0.84,4072
0.95,4073
0.70,4075
0.72,4076
0.76,4077
0.78,4079
0.84,4080
0.80,4081
0.90,4083
0.88,4084
-0.11,4085
-0.19,4087
0.56,4088
0.93,4089
0.96,4091
0.96,4092
0.80,4093
0.84,4095
0.83,4096
0.80,4097
1.05,4099
0.98,4100
0.92,4101
1.01,4102
1.02,4104
0.87,4105
0.93,4106
0.89,4108
0.86,4109
0.91,4110
0.78,4112
0.95,4113
0.85,4114
0.87,4116
0.88,4117
0.95,4118
1.00,4120
0.88,4121
0.86,4122
0.84,4124
0.89,4125
0.99,4126
0.87,4127
0.69,4129
0.87,4130
0.84,4131
0.78,4133
0.83,4134
0.77,4135
-0.13,4137
-0.07,4138
0.40,4139
0.80,4141
0.76,4142
0.92,4143
0.89,4145
0.89,4146
0.94,4147
0.85,4149
0.78,4150
0.82,4151
0.90,4153
0.72,4154
0.79,4155
0.75,4156
0.94,4158
0.94,4159
0.89,4160
0.79,4162
0.86,4163
0.92,4164
1.00,4166
0.79,4167
1.02,4168
0.80,4170
0.95,4171
1.01,4172
0.99,4174
0.85,4175
0.94,4176
0.89,4178
0.72,4179
1.00,4180
0.93,4182
0.99,4183
0.98,4184
0.89,4185
0.92,4187
-0.16,4188
-0.09,4189
0.71,4191
0.83,4192
0.84,4193
1.00,4195
0.87,4196
0.81,4197
0.92,4199
0.83,4200
1.03,4201
0.95,4203
0.90,4204
0.84,4205
0.89,4207
0.74,4208
0.83,4209
1.01,4211
0.93,4212
0.89,4213
0.78,4214
0.86,4216
0.87,4217
0.87,4218
0.96,4220
0.82,4221
0.91,4222
0.83,4224
0.81,4225
0.98,4226
0.96,4228
0.92,4229
0.85,4230
0.87,4232
0.84,4233
0.97,4234
0.82,4236
0.81,4237
0.51,4238
-0.33,4240
-0.09,4241
0.89,4242
0.89,4244
0.91,4245
1.00,4246
0.95,4247
0.92,4249
0.85,4250
1.01,4251
0.83,4253
0.73,4254
0.97,4255
0.78,4257
0.89,4258
0.91,4259
0.86,4261
0.65,4262
1.05,4263
0.87,4265
0.94,4266
0.96,4267
0.89,4269
0.87,4270
0.84,4271
0.94,4272
0.90,4274
0.88,4275
1.01,4276
0.80,4278
0.83,4279
0.89,4280
0.92,4282
0.75,4283
0.88,4284
0.93,4286
0.80,4287
0.80,4288
0.38,4290
-0.25,4291
0.05,4292
0.99,4294
0.87,4295
0.83,4296
0.94,4298
0.86,4299
0.86,4300
0.96,4301
0.86,4303
0.88,4304
0.96,4305
0.88,4307
0.92,4308
1.06,4309
0.93,4311
0.94,4312
0.95,4313
0.90,4315
0.91,4316
0.96,4317
0.86,4319
0.90,4320
0.85,4321
0.98,4323
0.79,4324
0.98,4325
0.95,4326
0.88,4328
0.91,4329
1.02,4330
0.84,4332
1.02,4333
0.92,4334
0.92,4336
1.00,4337
1.06,4338
0.91,4340
0.20,4341
-0.08,4342
0.10,4344
0.98,4345
0.97,4346
0.88,4348
0.75,4349
0.95,4350
0.95,4352
0.73,4353
0.97,4354
0.90,4355
0.79,4357
0.68,4358
0.93,4359
0.82,4361
1.02,4362
0.93,4363
0.98,4365
0.80,4366
1.00,4367
0.92,4369
0.87,4370
0.84,4371
1.04,4373
0.97,4374
0.81,4375
1.00,4377
0.86,4378
1.04,4379
0.89,4380
0.94,4382
0.99,4383
1.05,4384
0.84,4386
0.89,4387
0.90,4388
0.94,4390
0.80,4391
0.19,4392
-0.07,4394
0.07,4395
1.03,4396
0.96,4398
0.95,4399
1.03,4400
0.91,4402
0.90,4403
0.94,4404
0.91,4406
0.89,4407
0.93,4408
0.88,4410
0.84,4411
1.01,4412
1.05,4413
0.90,4415
0.88,4416
0.86,4417
0.84,4419
0.91,4420
0.84,4421
0.79,4423
0.89,4424
0.92,4425
0.82,4427
0.83,4428
1.02,4429
0.86,4431
0.95,4432
0.83,4433
1.00,4434
0.98,4436
0.78,4437
0.98,4438
1.01,4440
0.93,4441
0.95,4442
0.01,4444
-0.09,4445
0.46,4446
0.93,4448
0.98,4449
0.91,4450
0.83,4452
0.87,4453
0.97,4454
0.84,4456
0.81,4457
1.06,4458
0.95,4460
0.85,4461
0.84,4462
0.94,4464
1.03,4465
0.89,4466
1.00,4467
0.82,4469
1.04,4470
0.99,4471
0.88,4473
0.89,4474
0.95,4475
1.00,4477
0.79,4478
0.88,4479
1.05,4481
0.99,4482
0.99,4483
0.99,4485
1.01,4486
0.87,4487
1.00,4489
0.91,4490
0.80,4491
0.92,4492
0.87,4494
0.09,4495
-0.11,4496
0.35,4498
1.01,4499
0.87,4500
0.85,4502
0.92,4503
0.91,4504
0.73,4506
0.92,4507
0.96,4508
0.99,4510
0.88,4511
0.92,4512
0.98,4514
0.89,4515
0.92,4516
1.00,4518
0.91,4519
0.93,4520
1.01,4521
0.86,4523
0.93,4524
0.94,4525
0.84,4527
0.84,4528
1.08,4529
1.02,4531
0.88,4532
0.96,4533
0.88,4535
0.82,4536
1.09,4537
1.06,4539
0.95,4540
0.95,4541
0.83,4543
0.86,4544
0.72,4545
-0.18,4547
-0.18,4548
0.72,4549
1.04,4551
0.86,4552
0.76,4553
0.83,4554
0.83,4556
0.74,4557
0.94,4558
0.98,4560
0.70,4561
0.96,4562
0.95,4564
0.81,4565
0.88,4566
0.79,4568
0.73,4569
0.93,4570
0.87,4572
0.70,4573
0.75,4574
0.81,4575
0.71,4577
0.81,4578
0.94,4579
0.84,4581
0.96,4582
0.91,4583
0.79,4585
0.79,4586
0.98,4587
0.79,4589
0.78,4590
0.96,4591
0.76,4593
0.79,4594
0.95,4595
0.59,4597
-0.24,4598
-0.12,4599
0.92,4601
0.80,4602
0.76,4603
0.94,4605
1.00,4606
0.94,4607
0.95,4608
0.88,4610
0.87,4611
1.05,4612
0.95,4614
0.89,4615
1.07,4616
0.83,4618
0.74,4619
0.97,4620
0.81,4622
0.92,4623
1.02,4624
0.90,4626
0.93,4627
0.76,4628
0.93,4630
0.91,4631
0.86,4632
0.98,4633
0.79,4635
0.83,4636
0.90,4637
0.81,4639
0.77,4640
0.96,4641
0.82,4643
0.68,4644
0.88,4645
0.93,4647
0.37,4648
-0.08,4649
-0.16,4651
0.56,4652
0.82,4653
0.76,4655
0.91,4656
0.89,4657
0.91,4659
0.89,4660
0.68,4661
0.78,4662
0.77,4664
0.95,4665
0.91,4666
0.81,4668
0.80,4669
0.88,4670
0.84,4672
0.83,4673
0.90,4674
0.83,4676
0.82,4677
0.83,4678
0.79,4680
0.77,4681
0.78,4682
0.84,4684
0.81,4685
0.75,4686
0.83,4687
0.73,4689
0.74,4690
0.87,4691
0.74,4693
0.73,4694
0.88,4695
0.83,4697
0.76,4698
0.36,4699
-0.12,4701
-0.14,4702
0.87,4703
0.87,4705
0.87,4706
0.98,4707
0.83,4709
0.75,4710
0.84,4711
0.86,4713
0.93,4714
0.91,4715
0.82,4716
0.80,4718
0.84,4719
0.90,4720
0.93,4722
1.04,4723
0.86,4724
0.85,4726
0.63,4727
0.92,4728
0.85,4730
0.71,4731
0.78,4732
0.81,4734
0.85,4735
0.82,4736
0.83,4738
0.80,4739
0.89,4740
0.90,4741
0.75,4743
0.77,4744
0.99,4745
0.80,4747
0.83,4748
0.83,4749
0.13,4751
-0.28,4752
0.18,4753
0.92,4755
0.96,4756
0.85,4757
0.83,4759
0.79,4760
0.89,4761
0.85,4763
0.77,4764
0.79,4765
1.02,4767
0.85,4768
0.91,4769
0.98,4771
0.76,4772
0.91,4773
0.95,4774
0.82,4776
0.76,4777
0.75,4778
0.77,4780
0.82,4781
0.94,4782
0.83,4784
0.71,4785
0.85,4786
0.95,4788
0.73,4789
0.81,4790
0.97,4792
0.76,4793
0.71,4794
0.79,4795
0.70,4797
0.74,4798
0.97,4799
0.75,4801
-0.11,4802
-0.16,4803
0.40,4805
0.82,4806
0.91,4807
0.68,4809
0.81,4810
0.86,4811
0.88,4813
0.84,4814
0.80,4815
0.92,4817
0.73,4818
0.85,4819
0.86,4821
0.90,4822
0.78,4823
0.84,4825
0.74,4826
0.72,4827
0.76,4828
0.91,4830
0.76,4831
0.90,4832
0.86,4834
0.73,4835
0.73,4836
0.93,4838
0.76,4839
0.84,4840
0.75,4842
0.80,4843
0.96,4844
0.79,4846
0.77,4847
0.86,4848
0.85,4850
0.71,4851
0.81,4852
-0.09,4854
-0.07,4855
0.50,4856
0.78,4858
0.80,4859
0.85,4860
0.79,4861
0.85,4863
0.84,4864
0.79,4865
1.01,4867
0.84,4868
0.90,4869
0.90,4871
0.74,4872
0.91,4873
0.91,4875
0.71,4876
0.83,4877
0.95,4879
0.79,4880
0.85,4881
0.84,4883
0.74,4884
0.80,4885
0.99,4886
0.81,4888
0.90,4889
0.88,4890
0.85,4892
0.86,4893
0.84,4894
0.78,4896
0.79,4897
0.89,4898
0.92,4900
0.72,4901
0.81,4902
0.79,4904
-0.36,4905
-0.14,4906
0.73,4908
0.74,4909
0.82,4910
0.86,4912
0.73,4913
0.85,4914
0.90,4916
0.74,4917
0.88,4918
0.87,4919
0.81,4921
0.66,4922
0.88,4923
0.65,4925
0.65,4926
0.60,4927
0.76,4929
0.99,4930
1.04,4931
0.75,4933
0.71,4934
0.70,4935
0.86,4937
0.87,4938
0.89,4939
1.17,4940
0.88,4942
0.97,4943
0.84,4944
0.97,4946
0.81,4947
0.84,4948
0.96,4950
0.80,4951
0.79,4952
0.99,4954
0.45,4955
-0.20,4956
-0.13,4958
-0.26,4959
-0.14,4960
0.60,4962
0.98,4963
0.93,4964
0.86,4966
0.70,4967
0.76,4968
1.02,4970
0.87,4971
0.90,4972
0.81,4973
0.85,4975
0.77,4976
0.86,4977
0.78,4979
0.78,4980
0.87,4981
0.95,4983
0.91,4984
0.90,4985
1.03,4987
0.89,4988
1.04,4989
0.90,4991
0.78,4992
0.81,4993
0.97,4995
0.92,4996
0.76,4997
0.98,4998
0.89,5000
0.86,5001
0.98,5002
0.87,5004
0.88,5005
0.36,5006
-0.23,5008
-0.19,5009
0.68,5010
0.71,5012
0.73,5013
0.90,5014
0.93,5016
0.77,5017
0.85,5018
0.86,5020
0.88,5021
0.80,5022
0.79,5024
0.71,5025
0.73,5026
0.85,5027
0.64,5029
0.79,5030
0.81,5031
0.83,5033
0.91,5034
0.83,5035
0.86,5037
0.80,5038
0.90,5039
0.82,5041
0.72,5042
0.82,5043
0.73,5045
0.97,5046
0.83,5047
0.97,5048
0.96,5050
0.92,5051
0.91,5052
0.84,5054
0.74,5055
0.98,5056
0.11,5058
-0.19,5059
-0.03,5060
0.86,5062
0.86,5063
1.05,5064
0.84,5066
1.00,5067
0.84,5068
0.92,5070
0.89,5071
0.83,5072
0.98,5074
0.84,5075
0.99,5076
0.92,5078
0.75,5079
0.75,5080
0.90,5081
0.94,5083
0.89,5084
0.84,5085
0.87,5087
0.81,5088
1.00,5089
0.88,5091
0.71,5092
0.79,5093
0.86,5095
0.85,5096
1.00,5097
0.94,5099
0.84,5100
0.80,5101
0.87,5102
0.92,5104
0.86,5105
0.89,5106
0.81,5108
0.15,5109
-0.28,5110
0.11,5112
0.93,5113
0.90,5114
0.95,5116
0.72,5117
0.78,5118
0.84,5120
0.88,5121
0.82,5122
0.90,5124
0.99,5125
0.91,5126
0.94,5128
0.94,5129
0.84,5130
0.83,5132
0.91,5133
0.85,5134
0.81,5135
0.88,5137
0.91,5138
0.75,5139
0.83,5141
0.89,5142
0.83,5143
0.81,5145
0.94,5146
0.95,5147
0.95,5149
0.86,5150
0.93,5151
0.92,5153
0.86,5154
0.90,5155
0.76,5156
0.90,5158
0.91,5159
-0.21,5160
-0.22,5162
-0.35,5163
-0.16,5164
-0.23,5166
-0.08,5167
-0.22,5168
-0.07,5170
-0.29,5171
-0.08,5172
-0.11,5174
-0.21,5175
